Code,ID,Annotation
S,ENOG410KGNV,NA
S,ENOG410KGNY,tumor suppressor candidate
S,ENOG410KGNX,NA
BK,ENOG410KGNZ,DDT domain
U,ENOG410IMH2,Required for protein translocation and folding in the endoplasmic reticulum (ER)
S,ENOG410JYC6,NA
S,ENOG410JYCW,NA
S,ENOG410JYCT,Biotin-requiring enzyme
O,ENOG410JYCE,DnaJ
DUZ,ENOG410IMHE,PXA domain
T,ENOG410JRG9,NA
S,ENOG410JRG4,NA
S,ENOG410JRG5,NA
S,ENOG410JRG6,NA
S,ENOG410JRG7,NA
S,ENOG410JRG0,Inherit from NOG: IQ motif containing G
S,ENOG410JRG1,NA
E,ENOG410JRG2,Dihydrodipicolinate synthetase family
S,ENOG410JRG3,NA
S,ENOG410JRGY,Inherit from NOG: SH3 domain protein
S,ENOG410JRGZ,NA
S,ENOG410JRGT,Protein trafficking PGA2
M,ENOG410JRGU,Initiates apoptosis in a BH3-independent mechanism possibly by recruiting ced-3 to mitochondria and other cytoplasmic membranes. Has a role in lifespan and tumor growth
D,ENOG410JRGV,DASH complex subunit Dam1
S,ENOG410JRGW,NA
S,ENOG410JRGP,NA
S,ENOG410JRGQ,NA
S,ENOG410JRGR,chromosome 19 open reading frame 44
T,ENOG410JRGS,Pheromone A receptor
S,ENOG410JRGM,NA
S,ENOG410JRGN,BUD22
S,ENOG410JRGH,NA
S,ENOG410JRGJ,NA
E,ENOG410JRGK,Inherit from COG: decarboxylase
S,ENOG410JRGD,Protein of unknown function (DUF2722)
S,ENOG410JRGE,NA
S,ENOG410JRGF,NA
S,ENOG410JRGG,NA
Q,ENOG410JRGA,Inherit from COG: depolymerase
S,ENOG410JRGB,NA
S,ENOG410JRGC,ZnF_U1
S,ENOG410J7J6,NA
S,ENOG410J7J7,NA
S,ENOG410J7J4,Oligosaccaryltransferase  
K,ENOG410J7J5,Transcription factor atf21
S,ENOG410J7J2,NA
S,ENOG410J7J3,NA
S,ENOG410J7J0,NA
S,ENOG410J7J1,Insect allergen related repeat nitrile-specifier detoxification
S,ENOG410J7J8,tail fiber protein
S,ENOG410J7J9,NA
S,ENOG410J7JF,NA
S,ENOG410J7JG,NA
S,ENOG410J7JD,NA
S,ENOG410J7JE,NA
S,ENOG410J7JB,Inherit from NOG: Glutamine and serine rich 1
S,ENOG410J7JC,NA
S,ENOG410J7JA,NA
S,ENOG410J7JN,NA
S,ENOG410J7JM,NA
S,ENOG410J7JJ,7 transmembrane receptor (rhodopsin family)
S,ENOG410J7JK,NA
S,ENOG410J7JH,OTU-like cysteine protease
S,ENOG410J7JI,BEST Arabidopsis thaliana protein match is oxidoreductase acting on NADH or NADPH (TAIR AT1G75260.1)
S,ENOG410J7JV,NA
S,ENOG410J7JW,NA
J,ENOG410J7JT,Amidase
O,ENOG410J7JU,Topoisomerase I damage affected protein 2
S,ENOG410J7JR,NA
S,ENOG410J7JS,NA
S,ENOG410J7JP,Essential protein Yae1 N terminal
S,ENOG410J7JQ,H15
S,ENOG410J7JZ,NA
S,ENOG410J7JX,NA
S,ENOG410J7JY,BED zinc finger
S,ENOG410JCYY,IGc2
S,ENOG410JCYT,NA
S,ENOG410JCYS,NA
K,ENOG410JCYK,Transcription factor
K,ENOG410JCYI,Sigma-54 interaction domain
U,ENOG410JCYE,Serpentine Receptor class T family member
L,ENOG410JCYA,NA
S,ENOG410JB6I,TLC domain
S,ENOG410JB61,Inherit from NOG: Protein FAR-RED IMPAIRED RESPONSE
S,ENOG410JQYH,Inherit from NOG: diffuse panbronchiolitis critical region 1
W,ENOG410IR5X,NEL-like 1 (Chicken)
U,ENOG410JB65,Nucleoside H+ symporter
K,ENOG410IPP6,IPT/TIG domain
K,ENOG410IPP4,Ankyrin Repeat
K,ENOG410IPP5,Ankyrin repeat protein
K,ENOG410IPP2,NA
S,ENOG410IPP3,F-Box protein
I,ENOG410IPP0,STARD3 N-terminal like
P,ENOG410IPP8,NA
A,ENOG410IPP9,Complex 1 protein (LYR family)
T,ENOG410IPPF,NA
T,ENOG410IPPG,NA
K,ENOG410IPPD,interferon regulatory factor 2 binding protein 2
I,ENOG410IPPE,3-ketoacyl-coa synthase
S,ENOG410IPPB,NA
O,ENOG410IPPC,Interferon regulatory factor 2-binding protein zinc finger
T,ENOG410IPPA,MYND finger
F,ENOG410IPPN,NA
F,ENOG410IPPM,NA
T,ENOG410IPPJ,Rap guanine nucleotide exchange factor (GEF) 6
F,ENOG410IPPK,NA
T,ENOG410IPPH,RasGEF domain
T,ENOG410IPPI,NA
S,ENOG410IPPV,NA
I,ENOG410IPPT,NA
I,ENOG410IPPU,Cytidylyltransferase
O,ENOG410IPPR,AMine oXidase
U,ENOG410IPPS,ATG C terminal domain
J,ENOG410IPPP,NA
S,ENOG410IPPZ,NA
S,ENOG410IPPX,Pentaxin family
S,ENOG410IPPY,Pentaxin family
S,ENOG410JQYV,Sulfatase
O,ENOG410KMAR,NA
S,ENOG410KMAI,NA
S,ENOG410J162,Heterokaryon incompatibility protein (HET)
T,ENOG410J9D6,Olfactory receptor
G,ENOG410J9D2,Pfam:DUF894
O,ENOG410INBF,RING
S,ENOG410J9DD,Fungal Zn(2)-Cys(6) binuclear cluster domain
S,ENOG410J9DE,NA
S,ENOG410J9DC,NA
S,ENOG410J9DM,CAAX protease self-immunity
L,ENOG410J9DK,NA
S,ENOG410J9DH,Fungal specific transcription factor domain 
L,ENOG410J9DR,Rubisco LSMT substrate-binding
S,ENOG410J9DQ,NA
S,ENOG410J9DZ,NA
T,ENOG410IJDQ,interleukin 28 receptor alpha (interferon lambda receptor)
S,ENOG410IJDV,Nodulin MtN21 family protein
S,ENOG410IJDW,calmodulin binding protein
S,ENOG410IJDX,NA
S,ENOG410IJDY,NA
S,ENOG410IJDZ,Subunit 17 of Mediator complex
K,ENOG410IJDA,vestigial like 2 (Drosophila)
T,ENOG410IJDC,LRR receptor-like serine threonine-protein kinase
S,ENOG410IJDD,DNA binding protein
T,ENOG410IJDE,A kinase (PRKA) anchor protein 6
T,ENOG410IJDF,Cysteine-rich receptor-like protein kinase
S,ENOG410IJDG,Fungal_trans
S,ENOG410IJDH,chromosome 21 open reading frame 62
G,ENOG410IJDK,glucan endo-1-3-beta-glucosidase
S,ENOG410IJDM,family with sequence similarity 83 member E
S,ENOG410INBP,NA
S,ENOG410IJD0,BAR domain protein
S,ENOG410IJD1,Calmodulin binding protein-like
U,ENOG410IJD2,membrane-spanning 4-domains subfamily A member 15
S,ENOG410IJD3,Leucine-rich repeat LGI family member 3
E,ENOG410IJD4,Flavin reductase like domain
G,ENOG410IJD5,Glucan 13-beta-glucosidase
E,ENOG410IJD6,Formiminotransferase domain N-terminal subdomain
S,ENOG410IJD8,Acetyltransferase (GNAT) family
S,ENOG410IJD9,NA
P,ENOG410INBT,transient receptor potential cation channel subfamily M member 2
S,ENOG410J684,Putative methyltransferase
C,ENOG410J681,Component of the cytochrome b6-f complex which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI) cyclic electron flow around PSI and state transitions. PetG is required for either the stability or assembly of the cytochrome b6-f complex (By similarity)
S,ENOG410J689,NA
S,ENOG410JE0W,T cell receptor alpha variable 16
S,ENOG410JE0R,Heterokaryon incompatibility protein (HET)
S,ENOG410JE0Q,NA
L,ENOG410JE0Z,NA
S,ENOG410JE0X,NA
S,ENOG410JE0Y,NA
T,ENOG410JE0F,Galanin-like peptide
S,ENOG410JE0G,NA
S,ENOG410JE0D,NA
S,ENOG410JE0E,NA
S,ENOG410JE0B,cyclin related protein
S,ENOG410JE0C,LU
S,ENOG410JE0A,Inherit from NOG: zinc finger CCCH-type containing 3
S,ENOG410JE0N,Fibronectin type III domain
S,ENOG410JE0M,Inherit from COG: Glutathione-dependent formaldehyde-activating Gfa
S,ENOG410JE0J,NA
S,ENOG410JE0K,NA
S,ENOG410JE0H,NA
S,ENOG410JE0I,expressed protein
U,ENOG410JE07,NA
S,ENOG410JE04,IGF-like family member 4
S,ENOG410JE05,NA
S,ENOG410JE02,IGv
S,ENOG410JE03,NA
S,ENOG410JE00,NA
S,ENOG410JE01,NA
O,ENOG410JE08,Magnesium chelatase subunit ChlI
S,ENOG410JE09,Transthyretin-like family
S,ENOG410INB0,NA
C,ENOG410J09K,Mitochondrial F1F0 ATP synthase subunit F
S,ENOG410J68T,ZnF_C2HC
S,ENOG410J68V,Inherit from NOG: conserved hypothetical protein
S,ENOG410K7M8,NA
S,ENOG410K7M9,NA
S,ENOG410K7M0,NA
U,ENOG410K7M1,SapB
S,ENOG410K7M2,NA
S,ENOG410K7M3,NA
S,ENOG410K7M4,NA
S,ENOG410K7M5,NA
S,ENOG410K7M6,NA
S,ENOG410J16B,Inherit from NOG: Family with sequence similarity 195 member A
S,ENOG410J68D,Conserved hypothetical protein
U,ENOG410J16C,SNAP-associated protein
S,ENOG410J68C,NA
S,ENOG410K7MX,NA
S,ENOG410K7MY,NA
S,ENOG410K7MZ,NA
K,ENOG410K7MP,NA
S,ENOG410K7MS,Protein of unknown function (DUF1412)
S,ENOG410K7MT,NA
S,ENOG410K7MU,NA
S,ENOG410K7MV,NA
S,ENOG410J68H,NA
S,ENOG410K7MH,NA
S,ENOG410K7MI,NA
U,ENOG410K7MJ,Serpentine type 7TM GPCR chemoreceptor Sri
S,ENOG410K7MK,NA
S,ENOG410K7MN,NA
S,ENOG410K7MA,FTH domain
S,ENOG410K7MB,NA
S,ENOG410K7MC,NA
S,ENOG410K7MD,NA
S,ENOG410K7MF,NA
S,ENOG410K7MG,NA
L,ENOG410JCH8,NA
S,ENOG410JCH9,NA
O,ENOG410JCH0,D-Ala-D-Ala carboxypeptidase 3 (S13) family
K,ENOG410JCH1,high mobility group nucleosome binding domain 5
S,ENOG410JCH2,NA
U,ENOG410JCH4,UEV domain
S,ENOG410JCH5,NA
S,ENOG410JCH6,Pollen-specific protein
S,ENOG410JCH7,NA
U,ENOG410JCHH,NA
K,ENOG410JCHI,AUX/IAA family
S,ENOG410JCHJ,NA
S,ENOG410JCHK,NA
S,ENOG410JCHM,IGv
T,ENOG410JCHN,Cell cycle exit and neuronal differentiation 1
S,ENOG410JCHA,NA
L,ENOG410JCHB,NA
S,ENOG410JCHC,t-complex protein 10A homolog
L,ENOG410JCHD,NA
S,ENOG410JCHE,NA
S,ENOG410JCHF,NA
S,ENOG410JCHG,Domain of unknown function (DUF3425)
S,ENOG410JCHX,NA
S,ENOG410JCHY,NA
S,ENOG410JCHZ,Pfam:DUF3468
L,ENOG410JCHP,NA
S,ENOG410JCHQ,DM4/DM12 family
T,ENOG410JCHR,Protein kinase domain
S,ENOG410JCHS,Inherit from NOG: RRM domain protein
S,ENOG410JCHT,NA
S,ENOG410JCHU,major allergen Pru ar
K,ENOG410JCHV,ethylene response factor 1
S,ENOG410JCHW,NA
S,ENOG410JS0I,at5g65207 (e
S,ENOG410J16V,NA
S,ENOG410JKFT,NA
S,ENOG410KCHZ,NA
S,ENOG410KCHY,chromosome 14 open reading frame 144
T,ENOG410KCHW,mucin 16 cell surface associated
S,ENOG410KCHV,NA
S,ENOG410KCHU,NA
S,ENOG410KCHT,NA
S,ENOG410KCHS,NA
S,ENOG410KCHR,NA
S,ENOG410KCHQ,chromosome 5 open reading frame 27
S,ENOG410KCHN,NA
S,ENOG410KCHM,NA
S,ENOG410KCHK,NA
S,ENOG410KCHI,NA
S,ENOG410KCHH,NA
Z,ENOG410KCHG,small proline-rich protein 2B
S,ENOG410KCHF,NA
W,ENOG410KCHE,NA
S,ENOG410KCHD,NA
S,ENOG410KCHC,NA
S,ENOG410KCHB,NA
S,ENOG410KCHA,NA
S,ENOG410KCH9,NA
S,ENOG410KCH8,disrupted in renal carcinoma 3
S,ENOG410KCH6,NA
S,ENOG410KCH5,NA
S,ENOG410KCH4,NA
T,ENOG410KCH3,TyrKc
S,ENOG410KCH2,NA
S,ENOG410KCH1,Cutaneous T-cell lymphoma-associated antigen
S,ENOG410KCH0,NA
O,ENOG410K48A,Inherit from NOG: Baculoviral IAP repeat containing
S,ENOG410K48C,NA
S,ENOG410K48E,NA
S,ENOG410K48G,NA
S,ENOG410K48J,NA
S,ENOG410K48K,NA
A,ENOG410K48R,Small nuclear
S,ENOG410K48Z,NA
S,ENOG410JQFB,NA
S,ENOG410JGQZ,NA
S,ENOG410JGQY,F-Box protein
Q,ENOG410JGQX,ABC-2 type transporter
S,ENOG410JGQS,NA
S,ENOG410JGQR,NA
S,ENOG410JGQQ,NA
S,ENOG410JGQP,expressed protein
S,ENOG410JGQW,WD domain G-beta repeat
S,ENOG410JGQV,Hormone receptor domain
S,ENOG410JGQU,NA
S,ENOG410JGQT,chromosome 6 open reading frame 99
S,ENOG410JGQK,NA
S,ENOG410JGQJ,Inherit from NOG: TUDOR
S,ENOG410JGQI,NA
S,ENOG410JGQH,NA
S,ENOG410JGQM,NA
S,ENOG410JGQC,AP2
S,ENOG410JGQB,Inherit from NOG: Sialophorin
S,ENOG410JGQA,NA
S,ENOG410JGQG,NA
L,ENOG410JGQF,NA
S,ENOG410JGQE,zinc finger protein 11
S,ENOG410JGQD,Immunoglobulin V-set domain
S,ENOG410JGQ9,NA
S,ENOG410JGQ8,Inherit from COG: Alpha beta hydrolase
S,ENOG410JGQ3,Polycystin cation channel
S,ENOG410JGQ2,PDZ domain protein
S,ENOG410JGQ1,transposon protein
L,ENOG410JGQ0,NA
S,ENOG410JGQ7,NA
S,ENOG410JGQ6,PAN_AP
S,ENOG410JGQ5,NA
S,ENOG410K0UW,NA
S,ENOG410KQ18,NA
L,ENOG410JIV9,NA
S,ENOG410JIVX,Inherit from COG: Catalyzes the formation of cyclic 23-diphosphoglycerate (cDPG) by formation of an intramolecular phosphoanhydride bond at the expense of ATP
S,ENOG410JIVW,NA
S,ENOG410ITPJ,NA
K,ENOG410ITPH,NA
EO,ENOG410ISBH,DJ-1/PfpI family
S,ENOG410JQRC,NA
S,ENOG410JQRV,NA
S,ENOG410KFT6,Insect cuticle protein
S,ENOG410KFT7,NA
S,ENOG410KFT4,NA
S,ENOG410KFT5,NA
S,ENOG410KFT2,NA
S,ENOG410KFT3,NA
S,ENOG410KFT0,NA
S,ENOG410KFT1,NA
S,ENOG410KFT8,AT_hook
U,ENOG410KFT9,Stimulates the secretion of gonadotropins (By similarity)
S,ENOG410JQR6,NA
U,ENOG410KFTV,neurexophilin and PC-esterase domain family member 4
S,ENOG410KFTW,7tm Odorant receptor
S,ENOG410KFTT,Cecropin family
S,ENOG410KFTU,7 transmembrane receptor (rhodopsin family)
S,ENOG410KFTR,NA
S,ENOG410KFTS,NA
S,ENOG410KFTP,NA
S,ENOG410KFTQ,NA
S,ENOG410KFTZ,Lipase
S,ENOG410KFTX,NA
S,ENOG410KFTY,NA
S,ENOG410KFTF,NA
S,ENOG410KFTG,NA
S,ENOG410KFTD,Synaphin protein
S,ENOG410KFTE,NA
S,ENOG410KFTB,Insect cuticle protein
S,ENOG410KFTC,Immunoglobulin V-set domain
S,ENOG410KFTA,NA
S,ENOG410KFTN,NA
S,ENOG410KFTM,Small cytokines (intecrine/chemokine) interleukin-8 like
S,ENOG410KFTJ,NA
S,ENOG410KFTK,Interferon-induced 6-16 family 
S,ENOG410KFTH,NA
S,ENOG410KFTI,NA
B,ENOG410K4FZ,Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks (By similarity)
S,ENOG410KMYB,NA
S,ENOG410KMYC,NA
S,ENOG410KMYA,NA
S,ENOG410KMYF,NA
S,ENOG410KMYG,NA
S,ENOG410KMYD,NA
S,ENOG410KMYE,NA
S,ENOG410KMYJ,NA
S,ENOG410KMYK,NA
S,ENOG410KMYH,NA
S,ENOG410KMYN,Regulator of G protein signaling domain
S,ENOG410KMYM,NA
S,ENOG410KMYR,NA
S,ENOG410KMYS,NA
S,ENOG410KMYP,LysM domain
S,ENOG410KMYQ,NA
S,ENOG410KMYV,GAL4
S,ENOG410KMYW,NA
S,ENOG410KMYT,NA
S,ENOG410KMYU,NA
S,ENOG410KMYZ,NA
S,ENOG410KMYX,NA
S,ENOG410KMYY,Fungal Zn(2)-Cys(6) binuclear cluster domain
S,ENOG410KMY2,Platelet-activating factor acetylhydrolase isoform II
S,ENOG410KMY3,Fungal specific transcription factor domain 
S,ENOG410KMY0,NA
S,ENOG410KMY1,NA
S,ENOG410KMY6,NA
S,ENOG410KMY7,NA
S,ENOG410KMY4,NA
S,ENOG410KMY5,NA
S,ENOG410KMY8,Ankyrin repeat
S,ENOG410KMY9,NA
S,ENOG410K4FJ,NA
S,ENOG410K4FI,NA
S,ENOG410K4FF,NA
S,ENOG410J4H7,NA
S,ENOG410J4H6,Reverse transcriptase (RNA-dependent DNA polymerase)
S,ENOG410J4H5,Fungal specific transcription factor domain 
S,ENOG410J4H4,NA
S,ENOG410J4H3,Pfam:DUF3468
S,ENOG410J4H2,Inherit from NOG: Conserved hypothetical protein
S,ENOG410J4H1,NA
S,ENOG410J4H0,VQ motif-containing protein
S,ENOG410J4H9,NA
S,ENOG410J4H8,Putative adipose-regulatory protein (Seipin)
O,ENOG410J4HW,Carbamoyltransferase
S,ENOG410J4HU,NA
S,ENOG410J4HX,NA
S,ENOG410J4HG,NA
S,ENOG410J4HE,NA
S,ENOG410J4HD,NA
S,ENOG410J4HB,MEKHLA domain
S,ENOG410J4HA,NA
S,ENOG410J4HK,NA
S,ENOG410J4HJ,Conserved hypothetical protein
S,ENOG410J4HI,NA
S,ENOG410J4HH,Chromosome 10 open reading frame 116
S,ENOG410IYN4,NUDIX domain
S,ENOG410IJK0,Plastid division protein
L,ENOG410IHAX,nudix family hydrolase
S,ENOG410J1W6,FUN14 family
S,ENOG410JMW9,NA
S,ENOG410JMW8,NA
S,ENOG410JMW7,FLYWCH zinc finger domain
S,ENOG410JMW6,NA
S,ENOG410JMW5,ZnF_C2H2
S,ENOG410JMW4,NA
S,ENOG410JMW3,NA
O,ENOG410JMW2,NA
S,ENOG410JMW1,Serpentine type 7TM GPCR chemoreceptor Srsx
U,ENOG410JMWZ,Serpentine Receptor class R family member
S,ENOG410JMWY,IG
S,ENOG410JMWX,NA
S,ENOG410JMWW,NA
S,ENOG410JMWV,NA
S,ENOG410JMWU,NB-ARC domain
S,ENOG410JMWT,NA
S,ENOG410JMWS,Inherit from NOG: Bacterial low temperature requirement A protein (LtrA)
S,ENOG410JMWR,NA
S,ENOG410JMWQ,NA
S,ENOG410JMWP,NA
S,ENOG410JMWN,NA
S,ENOG410JMWM,NA
S,ENOG410JMWK,NA
S,ENOG410JMWJ,Clusterin-associated protein-1
S,ENOG410JMWI,NA
S,ENOG410JMWH,NA
O,ENOG410JMWG,Inherit from COG: sulfurtransferase activity
S,ENOG410JMWF,Defensin-like protein
S,ENOG410JMWE,NA
T,ENOG410JMWD,clavata3 esr-related
S,ENOG410JMWC,NA
S,ENOG410JMWB,NA
S,ENOG410JMWA,NA
S,ENOG410K0IZ,NA
S,ENOG410K0IY,NA
S,ENOG410K0IX,NA
S,ENOG410K0IS,HOX
S,ENOG410K0IR,CorA-like Mg2+ transporter protein
S,ENOG410K0IQ,Telomere recombination
U,ENOG410K0IP,NA
S,ENOG410K0IW,NA
S,ENOG410K0IV,NA
U,ENOG410K0IU,FAD binding domain
S,ENOG410K0IK,NA
S,ENOG410K0IJ,NA
S,ENOG410K0II,NA
S,ENOG410K0IH,Domain of unknown function (DUF1338)
S,ENOG410K0IN,NA
S,ENOG410K0IM,Domain of unknown function (DUF3425)
S,ENOG410K0IC,NA
S,ENOG410K0IB,NA
S,ENOG410K0IA,NA
U,ENOG410K0IG,ANK
S,ENOG410K0IF,NA
S,ENOG410K0IE,NA
S,ENOG410K0ID,NA
S,ENOG410K0I9,Endoplasmic reticulum-based factor for assembly of V-ATPase
S,ENOG410K0I8,NA
S,ENOG410K0I3,NA
S,ENOG410K0I1,BTB/POZ domain
S,ENOG410K0I0,NA
S,ENOG410K0I7,NA
S,ENOG410K0I6,NA
S,ENOG410K0I5,NA
S,ENOG410K0I4,NA
S,ENOG410JFBK,NA
S,ENOG410JFBJ,Cuticle protein
S,ENOG410JFBI,T cell receptor alpha variable
S,ENOG410JFBH,NA
S,ENOG410JFBN,Acetyltransferase (GNAT) family
S,ENOG410JFBM,NA
S,ENOG410JFBC,NA
S,ENOG410JFBB,NA
S,ENOG410JFBA,NA
S,ENOG410JFBG,NA
T,ENOG410JFBF,Exported serine threonine protein kinase
L,ENOG410JFBE,NA
S,ENOG410JFBD,NA
S,ENOG410JFBZ,Flavin reductase like domain
S,ENOG410JFBY,NA
S,ENOG410JFBX,NA
S,ENOG410JFBS,odorant binding
S,ENOG410JFBR,NA
S,ENOG410JFBQ,chromosome X open reading frame 68
S,ENOG410JFBP,NA
L,ENOG410JFBW,NA
O,ENOG410JFBV,f-box family
S,ENOG410JFBU,F-Box protein
S,ENOG410JFBT,NA
L,ENOG410JFB9,NA
S,ENOG410JFB8,NA
S,ENOG410JFB3,NA
S,ENOG410JFB2,NA
T,ENOG410JFB1,Conserved gene of
S,ENOG410JFB0,Zinc-finger double-stranded RNA-binding
S,ENOG410JFB7,NA
S,ENOG410JFB6,NA
S,ENOG410JFB5,NA
S,ENOG410JFB4,NA
S,ENOG410IIJA,protein DS12 from 2D-PAGE of leaf chloroplastic
S,ENOG410IIJC,tetratricopeptide repeat domain-containing protein
S,ENOG410IIJB,Carboxy-ciscis-muconate cyclase
T,ENOG410IIJE,probably inactive leucine-rich repeat receptor-like protein kinase
I,ENOG410IIJG,sterol desaturase
T,ENOG410IIJF,serine threonine-protein kinase
T,ENOG410IIJI,GDNF family receptor alpha like
S,ENOG410IIJH,mesothelin-like
S,ENOG410IIJK,Inherit from NOG: aluminum-activated malate transporter
K,ENOG410IIJJ,Peroxisome proliferator-activated receptor gamma coactivator 1 beta
S,ENOG410IIJM,seed maturation protein PM23
S,ENOG410IIJN,glutamine
S,ENOG410IIJQ,NA
S,ENOG410IIJP,Conserved hypothetical protein
F,ENOG410IIJS,Amidohydrolase family
U,ENOG410IIJR,claudin 6
U,ENOG410IIJU,ABI family member 3 (NESH) binding protein
S,ENOG410IIJT,Coiled-coil domain containing 111
T,ENOG410IIJW,SWAP switching B-cell complex 70kDa subunit
T,ENOG410IIJV,Olfactory receptor
S,ENOG410IIJY,Coiled-coil domain containing 112
S,ENOG410IIJX,NA
S,ENOG410IIJZ,chromosome 7 open reading frame 31
S,ENOG410IIJ1,elastin microfibril interfacer 3
S,ENOG410IIJ0,SCAR-like protein
S,ENOG410IIJ3,indole-3-acetate O-methyltransferase 1-like
T,ENOG410IIJ2,Olfactory receptor
S,ENOG410IIJ5,Protein of unknown function (DUF632)
S,ENOG410IIJ4,Omega-hydroxypalmitate O-feruloyl
K,ENOG410IIJ7,Zinc finger protein
S,ENOG410IIJ6,Conserved hypothetical protein
S,ENOG410IIJ9,male sterility MS5 family protein
C,ENOG410IIJ8,alternative oxidase
S,ENOG410JNYU,NA
S,ENOG410JNYP,NA
S,ENOG410JP5H,jasmonate-induced protein
S,ENOG410JP5I,NA
S,ENOG410JP5J,NA
S,ENOG410JP5K,NA
S,ENOG410JP5M,NA
S,ENOG410JP5N,NA
S,ENOG410JP5A,NA
S,ENOG410JP5B,NA
O,ENOG410JP5C,NA
S,ENOG410JP5D,NA
S,ENOG410JP5F,NA
S,ENOG410JP5G,to SJCHGC00146 protein partial Hydra magnipapillata
S,ENOG410JP5Y,NA
S,ENOG410JP5Z,NA
S,ENOG410JP5V,NA
S,ENOG410JP59,NA
S,ENOG410JP51,NA
S,ENOG410JP52,NA
S,ENOG410JP55,ZnF_TTF
S,ENOG410J669,Inherit from NOG: transposon protein
T,ENOG410IUCY,NA
S,ENOG410JF28,NA
S,ENOG410KI78,NA
S,ENOG410KI73,NA
S,ENOG410KI77,NA
T,ENOG410KI7X,phytanoyl-CoA 2-hydroxylase interacting protein-like
S,ENOG410KI7Y,NA
S,ENOG410KI7Z,NA
S,ENOG410KI7Q,Hemocyanin copper containing domain
S,ENOG410KI7R,NA
S,ENOG410KI7S,NA
S,ENOG410KI7T,Family with sequence similarity 117 member A
S,ENOG410KI7U,Odorant receptor
S,ENOG410KI7V,NA
S,ENOG410KI7W,family with sequence similarity 110 member A
Z,ENOG410KI7H,DIX domain containing 1
S,ENOG410KI7I,NA
S,ENOG410KI7M,NA
S,ENOG410KI7N,7 transmembrane receptor (rhodopsin family)
S,ENOG410KI7A,NA
S,ENOG410KI7E,N-terminal EF-hand calcium binding protein 1
S,ENOG410JQ12,NA
S,ENOG410JKXW,NA
Q,ENOG410INSQ,NA
S,ENOG410INSW,SNARE associated Golgi protein
C,ENOG410JEC9,to mitochondrial pyruvate dehydrogenase kinase
S,ENOG410IPFA,alpha/beta hydrolase fold
S,ENOG410IPFB,alpha/beta hydrolase fold
S,ENOG410IPFC,alpha/beta hydrolase fold
S,ENOG410IPFE,Pfam:DUF1234
G,ENOG410IPFF,Pectate lyase
S,ENOG410IPFG,alpha/beta hydrolase fold
S,ENOG410IPG7,NA
S,ENOG410IPG6,NA
T,ENOG410IPG5,Fas (TNFRSF6) associated factor 1
O,ENOG410IPG4,UBX domain-containing protein
G,ENOG410IPG3,Rhamnogalacturonase B N-terminal
T,ENOG410IPG2,UBX domain protein 8
O,ENOG410IPG1,UAS
O,ENOG410IPG0,UBX
S,ENOG410IPG9,NA
S,ENOG410IPG8,NA
E,ENOG410IPGG,amino acid
E,ENOG410IPGF,Amino acid permease
E,ENOG410IPGE,NA
E,ENOG410IPGD,NA
S,ENOG410IPGC,PQQ enzyme repeat
TU,ENOG410IPGB,unc-13 homolog D (C. elegans)
TU,ENOG410IPGA,C2 domain
Q,ENOG410IPGN,RmlD substrate binding domain
E,ENOG410IPGM,NA
S,ENOG410IPGK,Inherit from NOG: WD domain G-beta repeat
S,ENOG410IPGI,NA
S,ENOG410IPFM,Serine hydrolase-like
T,ENOG410IPGW,STYKc
T,ENOG410IPGV,NA
P,ENOG410IPGU,NA
S,ENOG410IPGS,NA
S,ENOG410IPGR,NA
S,ENOG410IPGQ,NA
S,ENOG410IPGP,Domain of unknown function (DUF1932)
K,ENOG410IPGZ,chitin-inducible gibberellin-responsive protein
S,ENOG410IPGY,SURP and G patch domain containing 2
S,ENOG410IPGX,gamma response
S,ENOG410JR56,NA
S,ENOG410JR57,NA
S,ENOG410JR53,NA
S,ENOG410IPF0,alpha/beta hydrolase fold
S,ENOG410IPF2,NA
S,ENOG410IPF3,NA
S,ENOG410IPF5,alpha/beta hydrolase fold
S,ENOG410IPF7,alpha/beta hydrolase fold
S,ENOG410IPF9,Pfam:DUF1234
Z,ENOG410JR5D,Inherit from NOG: Dynamitin 
L,ENOG410J6AY,NA
S,ENOG410KI37,ZnF_C2H2
S,ENOG410J6AQ,NA
S,ENOG410KI31,NA
T,ENOG410JAAE,TIR
O,ENOG410JVK4,embryo sac development arrest 21
S,ENOG410JVK6,NA
S,ENOG410JVK0,RRM
S,ENOG410JVK1,STI
S,ENOG410JVK2,Auxin responsive protein
K,ENOG410JVK3,AP2
S,ENOG410JVKM,Source UniProtKB
S,ENOG410JVKN,NA
S,ENOG410JVKH,NA
S,ENOG410JVKI,Protein of unknown function (DUF1677)
S,ENOG410JVKJ,LOB domain-containing protein 7
S,ENOG410JVKK,NA
S,ENOG410JVKD,Protein of unknown function (DUF3615)
S,ENOG410JVKE,Pfam:MuDR
S,ENOG410JVKF,PLAT/LH2 domain
S,ENOG410JVKG,Auxin responsive protein
S,ENOG410JVKA,FBOX
O,ENOG410JVKB,Enzyme inhibitor pectinesterase
S,ENOG410JVKC,Peptidase inhibitor I9
S,ENOG410JVKY,NA
S,ENOG410JVKZ,NA
L,ENOG410JVKT,Auxin responsive protein
